drowned	20160105	6	0	38.1	26.8
exposure	20160111	1	0	48.4	2.22
drowned	20160111	1	5	41.1	16.9
drowned	20160111	3	3	39.5	26.4
drowned	20160108	1	0	39.1	26.21
car_accident	20160108	4	0	36.5	26.5
car_accident	20160109	7	0	39.2	26.8
car_accident	20160108	6	0	40	30
drowned	20160105	1	0	39.6	26.5
drowned	20160105	7	0	39.44	26.39
drowned	20160105	29	0	39.44	26.39
drowned	20160104	2	0	37.6	26.3
drowned	20160104	1	0	37.6	25.2
drowned	20160104	1	0	37.7	26.8
drowned	20160104	4	0	39.6	26.5
drowned	20160102	1	0	37.4653524	26.9676859
car_accident	20151228	1	0	51.0157	2.2589
stabbed	20151226	1	0	36.74585	-2.65693
drowned	20151225	2	0	35.9157	-5.40833
drowned	20151222	11	0	37.711	26.8
drowned	20151224	18	2	39.1	26.21
unknown	20151223	0	1	37.16	26.97
drowned	20151223	13	0	37.29	27.16
drowned	20151222	2	0	38.3	26.2
drowned	20151221	2	10	32.952	12.907
tortured	20121216	1	0	43.2	44.6
tortured	20130610	1	0	42.683	44.3347
drowned	20151218	4	0	37.1	27.2
drowned	20151219	18	0	36.9	27.9
drowned	20151218	4	0	36.9	27.9
unknown	20151216	2	0	39.1	26.21
unknown	20151216	2	0	38.3	26.2
unknown	20151216	4	0	36.9	27.9
drowned	20151215	3	3	36.14	29.62
stabbed	20151215	1	0	49.3511	8.1968
drowned	20151214	1	0	39.44	26.39
drowned	20151210	4	9	37.29	27.16
unknown	20151208	1	0	37.29	27.16
drowned	20151207	11	0	26.7	-15
unknown	20151209	12	12	37.29	27.16
drowned	20151208	6	2	38.3	26.2
stabbed	20151208	1	0	50.951	1.861
asphyxiated	20151130	2	0	35.843	-5.397
hit_by_a_car	20151203	1	0	50.92	1.78
unknown	20151203	1	3	37.29	27.16
electrocuted	20151203	1	0	41.1223	22.4402
drowned	20151201	1	0	36.15	29.51
unknown	20151201	3	30	38.3	26.2
shot	20151130	4	0	17.9	0.7
drowned	20151127	4	0	39.44	26.39
drowned	20151127	2	0	36.9	27.9
shot_by_the_police	20151123	6	0	30	34
unknown	20151122	1	0	36.9	27.9
burned	20151124	18	0	32.189	4.3962
stabbed	20151119	1	0	62.635	8.1646
hit_by_a_car	20151120	1	0	51.0157	2.2589
unknown	20151117	2	0	52.8128	-1.70278
unknown	20151118	1	17	27.82	-14.04
unknown	20151118	1	14	36.9	27.9
hit_by_a_train	20151117	1	0	49.634	-1.668
unknown	20151117	9	2	31.1	27.1
unknown	20151113	1	0	39.1	26.21
hit_by_a_train	20151113	1	0	40.85	25.85
unknown	20151113	1	0	38.11	26.19
shot_by_the_police	20151115	15	0	31.26	34.19
unknown	20151111	4	2	38.11	26.19
drowned	20151111	14	0	39.1	26.21
unknown	20151106	1	1	37.711	26.8
drowned	20151107	1	0	39.1	26.21
drowned	20151105	1	1	31.1	27.1
unknown	20151103	0	4	39.1	26.21
drowned	20151103	4	0	39.1	26.21
unknown	20151101	4	6	37.29	27.16
unknown	20151029	3	38	39.1	26.21
natural_causes	20151031	1	0	45.257	19.1235
drowned	20151101	15	0	37.71	26.8
unknown	20151029	4	39	35.9	-5.5
drowned	20151029	8	0	39.1	26.21
drowned	20151029	3	3	36.55	28.22
unknown	20151029	19	0	37.01	27.12
unknown	20151029	1	0	52.5072	13.144
unknown	20151028	3	0	37.465	26.967
unknown	20151028	4	0	37.711	26.8
unknown	20151028	1	0	39	26.1911
unknown	20151028	3	0	39.1	26.2
unknown	20151026	1	0	39	26.19101
unknown	20151026	1	0	38.11	26.19
drowned	20151025	3	7	39	26.191
drowned	20151026	1	0	35.9	-5.31
hit_by_a_car	20151026	1	0	50.951	1.861
unknown	20151024	43	0	32.55	14.668
unknown	20151021	0	15	37.87	27.18
unknown	20151021	6	0	33.31	13.71
unknown	20151022	2	1	39.366	26.67
drowned	20151017	1	0	37	27
drowned	20151017	12	11	39.1	26.191
drowned	20151016	4	3	37.0211	27.151
unknown	20151018	4	1	36.155	29.584
unknown	20151018	1	0	37.299	27.167
shot_by_the_police	20151016	1	0	42.3453	27.1638
hit_by_a_train	20151016	1	0	50.9279	1.7875
drowned	20151014	3	0	39.11	26.191
hit_by_a_car	20151015	1	0	50.951	1.86
unknown	20151015	12	0	37.1	27
drowned	20151015	7	1	39.1	26.191
drowned	20151011	11	0	32.07	31.05
unknown	20151009	1	0	39.1	26.19
police_violence	20151009	2	0	35.9	-5.3
unknown	20151003	2	0	31.1	27.1
car_accident	20151004	1	0	42.24	21.7
unknown	20151003	10	0	33.1	12.6
unknown	20151003	85	0	34.4	14.11
burned	20151005	1	0	50.6392547	11.3581621
unknown	20150930	2	0	39.1	26.2
unknown	20150929	1	5	40.7014	26.02
crushed_by_a_wooden_pallet_in_a_truck	20150929	1	0	50.95	1.86
unknown	20150925	0	7	31	27.09
drowned	20150927	17	0	37.0502	27.223749
hit_by_a_train	20150924	1	0	50.9544	1.8628
intoxicated	20150922	1	0	51.971453	7.6240971
unknown	20150922	0	2	39	26.21
unknown	20150920	1	0	51.00283	2.1078
unknown	20150919	1	14	39	26.2
drowned	20150918	1	0	38.3204079	26.2969054
unknown	20150919	13	13	40	26.4
unknown	20150918	7	0	35.1	17.1
electrocuted	20150917	1	0	50.92	1.82
drowned	20150915	22	0	31	27.1
drowned	20150914	2	0	38.41	27.08
unknown	20150913	0	4	37.71	26.8
unknown	20150913	34	0	37.29721	27.135624
run_over_by_a_car	20150910	1	0	46.232789	20.1404686
unknown	20150906	1	0	35.9	-5.2
run_over_by_a_train	20150904	1	0	41.5	26.53
fall	20150904	1	0	47.5054954	18.5903625
unknown	20150903	0	30	32.6	15.4
unknown	20150905	1	0	37.4653524	26.9676859
unknown	20150902	4	0	40.08	8.98
drowned	20150902	12	0	31	27
unknown	20150830	37	0	33.29	14.93
shot	20150829	1	0	36.59	27.89
unknown	20150827	200	0	33	12.2
asphyxiated	20150827	71	0	48	16.8
heart_failure	20150825	1	0	35	14
unknown	20150826	52	0	35	17
drowned	20150824	3	0	40.1	26.4
unknown	20150824	2	5	39.1	26.2
unknown	20150816	1	0	31.1	27.1
unknown	20150819	1	0	37.7	26.8
drowned	20150818	6	0	31.1	27
unknown	20150816	1	0	37.7	17.2
asphyxiated	20150815	49	0	37	16.4
fall	20150811	1	0	41.07824	1.13346
unknown	20150806	25	200	33.52	12.69
asphyxiated	20150803	1	0	36.1	-2.7
unknown	20150802	4	0	35.9	-5.3
unknown	20150802	5	0	36.3	18.9
fall	20150707	1	0	50.954468	1.862801
fall	20150713	1	0	47.7	17.6
run_over_by_a_car	20150715	1	0	46.1861871	20.0312352
stabbed	20150701	1	0	35.766667	-5.8
drowned	20150709	12	0	35.5059	12.6073
unknown	20150707	1	15	37.291	27.08
drowned	20150723	1	0	50.954468	1.862801
burned	20150720	1	0	50.954468	1.862801
unknown	20150724	1	0	51.081398	1.169456
unknown	20150723	1	0	51.081398	1.169456
lack_of_medical_care	20150720	1	0	32.23	26.64
unknown	20150707	0	30	34	14
unknown	20150728	14	0	34.4	14.1
run_over_by_a_truck	20150729	1	0	50.954468	1.862801
electrocuted	20150729	1	0	48.858	2.2946
unknown	20150616	30	0	19.0086	12.88579
shot	20150623	1	0	34	14
exhaustion	20150624	18	0	18.733	7.383
run_over_by_a_car	20150629	1	0	50.95	1.95
drowned	20150615	1	2	34	14
died_from_dehydration	20150614	18	0	19.213588	6.800537
run_over_by_a_car	20150601	1	0	50.9247443	1.8000638
unknown	20150531	17	0	34.542858	13.704729
unknown	20150529	11	0	33.641882	12.847345
drowned	20150525	5	0	33.44238	25.610113
drowned	20150523	5	0	35.696508	11.107726
asphyxiated	20150512	1	1	45.7283752	5.0131031
suicide	20150505	1	0	50.736744	2.243632
drowned	20150505	40	0	37.2	11.199903
drowned	20150503	10	0	33.06503	13.413009
drowned	20150502	3	0	31.510077	30.21185
run_over_by_a_train	20150424	14	0	41.713846	21.770409
run_over_by_a_bus	20150422	1	0	39.50615	20.265534
drowned	20150420	20	0	33.349987	13.58879
drowned	20150420	3	0	36.434963	28.217483
drowned	20150419	24	739	33.867198	12.279102
burned	20150417	1	0	33.349987	13.58879
drowned	20150416	0	41	36.2	12.5
drowned	20150414	0	12	34.7	15.5
drowned	20150413	9	400	35	15.1
drowned	20150412	9	0	33.4	15.3
unknown	20150411	1	0	34.9	15
drowned	20150410	1	0	32	30.6
drowned	20150407	7	4	36.6	27.9
drowned	20150317	5	0	36.9	27.4
drowned	20150309	4	8	29.01	-12.79
drowned	20150304	10	40	36.1	15.2
drowned	20150226	2	0	51.924	1.44
suicide	20150213	1	0	40.634676	22.943048
drowned	20150210	0	300	33.7	13.6
lack_of_medical_care	20150210	1	0	38.1260386	23.7367192
hypothermia	20150209	29	0	35.4	12.6
drowned	20150130	8	0	35.235482	-2.873268
drowned_or_thirst	20150122	1	20	35.4	14
car_accident	20150120	12	0	32.5	13.3
drowned	20150105	6	0	36.4	-0.9
lack_of_medical_care	20140930	0	1	33	30
drowned	20140929	70	0	32.92	13.335
drowned	20140922	10	35	33.3	13.6
drowned	20140915	3	3	33	13.4
drowned	20140914	0	225	33.4	13.3
drowned	20140913	15	0	32.3	29.7
drowned	20140912	7	0	34.1	15.7
drowned	20140912	2	0	35	16
drowned	20140910	160	0	33.1	13.3
drowned	20140831	15	0	33	14
drowned	20140831	0	100	33	14
drowned	20140830	36	0	34.1	12.3
drowned	20140829	41	0	33	12.1
unknown	20140827	1	0	52.314079	4.975107
drowned	20140824	24	0	33	13.1
unknown	20140824	18	0	35.4	12.6
unknown	20140823	18	0	33.7	14.05
unknown	20140822	0	250	32.9	13.5
burned	20140822	1	0	36	27
asphyxiated	20140821	1	0	48.9	2.4
unknown	20140814	1	0	51.46046	0.344943
unknown	20140802	2	0	33	30
drowned	20140730	150	0	32.857	14.306
drowned	20140728	20	108	33.04	12.23
run_over_by_a_bus	20140722	1	0	51	1
murdered	20140719	29	100	36.4	13.1
drowned	20140719	52	0	34	14
asphyxiated	20140718	19	0	35.9	12.37
crushed	20140717	10	0	35.3	14.3
drowned	20140716	3	0	33.17	13.88
drowned	20140716	0	41	33.47	13.15
asphyxiated	20140714	3	0	33	13
drowned	20140710	2	0	37.754786	26.97777
drowned	20140705	12	200	33.9	13.44
asphyxiated	20140702	45	0	36.72986	14.84911
drowned	20140701	0	75	35	15.7
unknown	20140627	2	9	35.766667	-5.8
drowned	20140623	6	0	37	28
hypothermia	20140629	13	0	32.8	13.1
suffocated_or_drowned	20140628	45	0	36.1	15.3
police_violence	20140618	1	0	38.494167	43.38
unknown	20140615	1	0	37.2	16
asphyxiated	20140614	30	0	36	15
drowned	20140613	10	85	35.5	12.6
drowned	20140610	0	4	35	15
drowned	20140607	3	2	35.11	14.41
drowned	20140602	1	0	39.26451	26.277707
asphyxiated	20140529	1	0	39.50615	20.265534
run_over	20140529	1	0	50.81451	1.704929
run_over_by_a_bus	20140529	1	0	50.95129	1.858686
unknown	20140529	1	0	50.95129	1.858686
unknown	20140529	1	0	50.95129	1.858686
run_over_by_a_truck	20140529	1	0	50.95129	1.858686
drowned	20140527	2	1	38	0.5
drowned	20140512	17	200	34.574	12.605
drowned	20140511	40	0	33.04	13.64
exhaustion_or_thirst	20140506	13	33	21.8	8.56
crushed	20140506	1	0	36.926927	14.725513
drowned	20140506	36	54	32.982	13.563
drowned	20140504	22	0	37.743215	26.820351
drowned	20140503	36	42	33.89	12.61
unknown	20140501	4	0	33.89	12.61
exhaustion	20140429	10	0	20.23	25
drowned	20140429	0	40	33.89	12.61
unknown	20140408	1	0	36	12
lack_of_medical_care	20140330	1	0	52.169628	-0.503644
drowned	20140318	4	0	36	27
drowned	20140318	6	0	39	26
drowned	20140318	7	2	39.26451	26.277707
drowned	20140301	1	0	41.1	26.3
shot	20140227	1	0	48.856614	2.352
police_violence	20140206	13	0	35.888384	-5.324636
shot	20140204	1	0	50.95129	1.858686
unknown	20141231	4	0	39.2	19.7
drowned	20141223	4	0	35.4	12.6
drowned	20141219	9	0	35.97	-5.84
run_over_by_a_truck	20141212	1	0	51.7	-0.15
drowned	20141206	0	20	36.3	-2.5
hypothermia_and_dehydration	20141205	17	0	35.5	12.6
drowned	20141203	0	10	38	0.5
unknown	20141128	0	18	0	0
burned	20141120	2	0	51.03	2.38
lack_of_medical_care	20141106	1	0	38.1262665	23.7379745
drowned	20141102	10	20	41.24	29.12
drowned	20141101	2	0	36.4	-2.3
run_over_by_a_car	20141021	3	0	50.9	1.86
drowned	20141010	18	20	9.224	-13.538
drowned	20141003	0	40	33.51	12.8
drowned	20141002	10	80	33.6	13.3
drowned	20141001	2	6	35.94	-5.38
drowned	20140119	4	5	37.282956	27.088338
drowned	20130929	1	0	36.793212	14.706973
drowned	20130929	1	0	37.508039	15.082851
police_violence	20130921	1	0	45.649502	0.12473
shot_by_the_police	20130918	1	0	26.820553	30.802498
drowned	20130916	1	0	28.569022	-16.324539
drowned	20130916	1	0	35.888384	-5.324636
exhaustion	20130912	1	0	30.755556	20.225278
burned	20130912	1	0	37.743215	26.820351
drowned	20130909	1	0	37.599994	14.015356
unknown	20130907	1	0	52.311057	4.952201
drowned	20130810	1	0	37.508039	15.082851
illness	20130809	1	0	39.080793	17.12711
drowned	20130804	1	0	35.508622	12.59292
unknown	20130731	1	0	36.018776	-5.600819
drowned	20130731	1	0	39.671689	26.196498
drowned	20130729	1	0	35.937496	14.375416
died_(presumably)_from_ill_treatments	20130729	1	0	37.983716	23.72931
drowned	20130727	1	0	35.508622	12.59292
drowned	20130726	1	0	36.799851	27.102943
heart_failure	20130726	1	0	53.366786	-2.279768
drowned	20130725	1	0	36.799851	27.102943
heart_failure	20130724	1	0	35.292278	-2.938097
drowned	20130724	1	0	38.515435	26.220492
suicide	20130619	1	0	50.9	4.38
died_in_childbirth	20130614	1	0	39.308771	16.346379
shot_by_the_police	20130531	12	0	20	25
exhaustion	20130530	1	0	26.3351	17.228331
suicide	20130529	1	0	52.143662	14.641902
drowned	20130514	1	0	37.282956	27.088338
suicide	20130501	1	0	47.36865	8.539183
drowned	20130417	1	0	35.249299	-3.937112
drowned	20130417	1	0	36.018776	-5.600819
heart_failure	20130330	1	0	52.8	-2
exhaustion	20130323	1	0	17.916944	19.116667
drowned	20130315	1	0	36.018776	-5.600819
drowned	20130301	1	0	36.018776	-5.600819
murdered	20131213	1	0	50.409626	4.446211
fall	20131207	1	0	35.766667	-5.8
drowned	20131116	1	0	38.833366	20.706911
exhaustion	20131101	1	0	28.033886	1.659626
drowned	20131011	27	0	34.7	12.7
drowned	20131010	1	0	31.200092	29.918739
drowned	20131002	1	0	35.508622	12.59292
heart_failure	20130123	1	0	51.48309	-0.483529
drowned	20130121	1	0	41.244376	26.135943
suicide	20130117	1	0	51.942889	4.447575
drowned	20130113	1	0	38.370981	26.136346
suicide	20130104	1	0	47.36865	8.539183
suicide	20130104	1	0	47.36865	8.539183
drowned	20120930	1	0	36.527061	-6.288596
drowned	20120917	1	0	35.888384	-5.324636
drowned	20120916	1	0	35.939838	0.089767
car_accident	20120915	1	0	40.845719	25.873962
drowned	20120913	1	0	35.866074	12.868741
drowned	20120909	1	0	35.292278	-2.938097
shot_by_the_police	20120908	1	0	24.088938	32.899829
unknown	20120908	1	0	51.47238	-0.45094
suicide_-_jumped_in_water	20120906	1	0	51.488623	0.461426
suicide_-_other	20120904	1	0	50.832793	9.572866
drowned	20120828	1	0	35.52145	35.7924
drowned	20120825	1	0	32.876174	13.187507
frozen	20120822	1	0	51.47238	-0.45094
drowned	20120818	1	0	26.3351	17.228331
drowned	20120817	1	0	41.244376	26.135943
drowned	20120815	1	0	35.937496	14.375416
unknown	20120809	1	0	-12.8275	45.166244
drowned	20120809	1	0	-12.8275	45.166244
drowned	20120809	1	0	35.292278	-2.938097
unknown	20120808	1	0	-12.8275	45.166244
drowned	20120808	1	0	-12.8275	45.166244
drowned	20120731	1	0	35.292278	-2.938097
suicide_-_hanged	20120729	1	0	53.449038	-1.2996
drowned	20120708	1	0	35.508622	12.59292
frozen	20120701	1	0	41.244376	26.135943
police_violence	20120629	1	0	14.4903	35.8334
police_violence	20120629	1	0	32.310059	-9.236617
died_(presumably)_from_ill_treatments	20120628	1	0	35.937496	14.375416
drowned	20120628	1	0	39.801	18.356944
asphyxiated	20120622	1	0	43.61583	13.518915
drowned	20120618	1	0	39.801	18.356944
died_from_dehydration	20120611	1	0	31.791702	-7.09262
drowned	20120608	1	0	37.99462	27.188235
drowned	20120608	1	0	37.99462	27.188235
drowned	20120608	1	0	38.41885	27.12872
asphyxiated	20120601	1	0	39.50615	20.265534
drowned	20120525	1	0	26.3351	17.228331
drowned	20120524	1	0	35.508622	12.59292
drowned	20120524	1	0	35.551211	12.317398
unknown	20120518	1	0	-12.8275	45.166244
drowned	20120518	1	0	-12.8275	45.166244
starved	20120507	1	0	35.937496	14.375416
drowned	20120506	1	0	35.77718	10.8261
drowned	20120502	1	0	36.744421	-4.092531
lack_of_medical_care	20120430	1	0	41.385064	2.173403
car_accident	20120428	1	0	41.119673	26.288073
drowned	20120427	1	0	37.31109	13.576548
drowned	20120425	1	0	39.308771	16.346379
starved	20120403	1	0	35.508622	12.59292
died_from_dehydration	20120330	1	0	26.3351	17.228331
unknown	20120328	1	0	41.244376	26.135943
drowned	20120316	1	0	41.244376	26.135943
unknown	20120315	1	0	35.508622	12.59292
drowned	20120314	1	0	41.244376	26.135943
unknown	20120229	1	0	38.322579	23.320431
frozen	20120228	1	0	38.002298	22.524509
unknown	20120228	1	0	41.244376	26.135943
drowned	20120220	1	0	35.888384	-5.324636
frozen	20120220	1	0	41.244376	26.135943
unknown	20120220	1	0	41.244376	26.135943
asphyxiated	20120204	1	0	45.440847	12.315515
drowned	20120202	1	0	35.292278	-2.938097
unknown	20120202	1	0	36.140751	-5.353585
drowned	20121214	1	0	39.16408	26.372171
drowned	20121212	1	0	29.046854	-13.589973
unknown	20121207	1	0	50.769517	1.610207
asphyxiated	20121206	1	0	45.440847	12.315515
suicide_-_other	20121203	1	0	52.132633	5.291266
run_over_by_a_truck	20121202	1	0	38.24664	21.734574
frozen	20121201	1	0	41.2	26
unknown	20121130	1	0	41.244376	26.135943
suicide	20121112	1	0	47.36865	8.539183
suicide	20121112	1	0	47.36865	8.539183
drowned	20121108	1	0	36.018776	-5.600819
drowned	20121108	1	0	36.018776	-5.600819
drowned	20121106	1	0	35.508622	12.59292
drowned	20121105	1	0	35.766667	-5.8
drowned	20121104	1	0	35.888384	-5.324636
drowned	20121103	1	0	35.508622	12.59292
died_(presumably)_from_ill_treatments	20121030	1	0	51.48309	-0.483529
drowned	20121028	1	0	35.508622	12.59292
drowned	20121024	1	0	35.249299	-3.937112
drowned	20121022	1	0	28.569022	-16.324539
drowned	20121009	1	0	35.292278	-2.938097
starved	20121006	1	0	35.508622	12.59292
frozen	20121001	1	0	41.244376	26.135943
asphyxiated	20120131	1	0	39.074208	21.824312
frozen	20120129	1	0	41.244376	26.135943
suicide_-_hanged	20120128	1	0	49.791595	9.953571
suicide_-_hanged	20120128	1	0	49.791595	9.953571
car_accident	20120127	1	0	44.348399	9.234647
drowned	20120124	1	0	32.374298	15.09492
shot_by_the_police	20120121	1	0	24.088938	32.899829
unknown	20120121	1	0	37.22813	-6.890386
drowned	20120119	1	0	35.292278	-2.938097
unknown	20120114	1	0	26.3351	17.228331
unknown	20120114	1	0	26.3351	17.228331
unknown	20120114	1	0	26.3351	17.228331
fall	20120109	1	0	35.126413	33.429859
drowned	20120109	1	0	35.292278	-2.938097
unknown	20120104	1	0	35.937496	14.375416
drowned	20120103	1	0	26.3351	17.228331
drowned	20120103	1	0	37.599994	14.015356
asphyxiated	20120103	1	0	38.24664	21.734574
suicide_-_other	20120101	1	0	50.503887	4.469936
burned	20110927	1	0	48.856614	2.352222
asphyxiated	20110927	1	0	48.856614	2.352222
drowned	20110922	1	0	39.308771	16.346379
drowned	20110920	1	0	37.743215	26.820351
drowned	20110913	1	0	37.544271	-4.727753
drowned	20110912	1	0	36.866667	6.9
unknown	20110910	1	0	36.146155	-1.494141
unknown	20110910	1	0	44.348399	9.234647
drowned	20110905	1	0	35.888384	-5.324636
drowned	20110902	1	0	39.308771	16.346379
drowned	20110901	1	0	35.30241	-1.14489
drowned	20110830	1	0	36.834047	-2.463714
shot_by_the_police	20110823	1	0	41.244376	26.135943
drowned	20110818	1	0	35.508622	12.59292
shot_by_the_police	20110817	1	0	24.088938	32.899829
drowned	20110813	1	0	37.973976	12.054691
shot_by_the_police	20110811	1	0	24.088938	32.899829
unknown	20110807	1	0	35.888384	-5.324636
suicide_-_put_on_fire	20110803	1	0	52.370216	4.895168
frozen	20110731	1	0	41.244376	26.135943
drowned	20110728	1	0	31.200092	29.918739
run_over	20110712	1	0	40.463667	-3.74922
drowned	20110711	1	0	35.888384	-5.324636
run_over_by_a_train	20110709	1	0	40.894241	26.172202
shot_by_the_police	20110706	1	0	24.088938	32.899829
lack_of_medical_care	20110630	1	0	42.602636	20.902977
frozen	20110628	1	0	35.888384	-5.324636
shot_by_the_police	20110624	1	0	24.088938	32.899829
lack_of_medical_care	20110624	1	0	35.508622	12.59292
drowned	20110624	1	0	36.748374	-3.516861
drowned	20110624	1	0	37.177336	-3.598557
unknown	20110623	1	0	37.599994	14.015356
drowned	20110611	1	0	31.791702	-7.09262
died_from_dehydration	20110611	1	0	31.791702	-7.09262
drowned	20110611	1	0	35.888384	-5.324636
unknown	20110611	1	0	35.937496	14.375416
unknown	20110611	1	0	38.041285	23.541755
drowned	20110604	1	0	32.876174	13.187507
drowned	20110604	1	0	35.508622	12.59292
drowned	20110604	1	0	35.508622	12.59292
drowned	20110603	1	0	35.508622	12.59292
drowned	20110602	1	0	35.240117	24.809269
drowned	20110531	1	0	41.244376	26.135943
drowned	20110528	1	0	26.3351	17.228331
unknown	20110528	1	0	39.063264	8.45407
burned_or_asphyxiated_due_to_arson_attack	20110522	1	0	36.81881	10.16596
unknown	20110521	1	0	24.088938	32.899829
drowned	20110521	1	0	36.695639	-3.465102
drowned	20110520	1	0	35.508622	12.59292
drowned	20110518	1	0	38.959265	20.751716
drowned	20110518	1	0	42.434479	9.137443
drowned	20110515	1	0	36.748374	-3.516861
